EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,ManagerTenureRatio,RolePromoGapDiff,CareerVelocity,CompRatioToRoleAvg,OverallSatisfaction,CareerStage,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityIndex,RetentionPriorityLevel,TrainingNeedIndicator,ManagerStabilityImpact,PrescriptiveAction,ClusterID,HierarchicalClusterID,PCA1,PCA2,PCA3,CareerCluster
PANW-1254,29,0,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2,0.0,0.5,0.5,0.667,0.5,2,0.182,1.0,3.75,Growth Stage (3-6 yrs),18.8,Low Risk,61.6,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.091,-0.261,-0.846,Fast-Track Performers
PANW-1255,25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,0.2,0.4,0.6,0.667,0.4,1,0.333,0.67,2.75,Growth Stage (3-6 yrs),23.5,Low Risk,63.2,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.394,0.107,0.373,Fast-Track Performers
PANW-1256,42,0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0.7,0.6,0.4,1.143,0.8,-1,0.091,0.8,2.75,Established Stage (7-12 yrs),69.5,High Risk,75.6,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,1.723,1.388,0.933,High-Risk Stagnation Profiles
PANW-1257,40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0.136,0.318,0.227,1.125,0.409,4,0.217,1.21,2.75,Veteran Stage (13+ yrs),44.1,Medium Risk,70.4,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,2,1,2.948,-2.253,0.156,Stable Long-Term Contributors
PANW-1258,51,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.84,2.75,Early Stage (0-2 yrs),0.0,Low Risk,55.0,Watchlist,Moderate Development Need,Recent Manager Transition,Upskilling & Training Program,0,2,-3.162,-0.126,0.427,Early-Career Explorers
PANW-1259,31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,0.167,0.667,0.333,0.8,0.667,3,0.143,1.07,2.75,Growth Stage (3-6 yrs),40.2,Medium Risk,40.3,Already Attrited,Moderate Development Need,Stable Leadership Continuity,Exit Analysis & Knowledge Transfer,1,4,-0.411,0.861,-0.946,Fast-Track Performers
PANW-1260,32,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0.0,0.167,0.5,1.5,0.5,1,0.167,0.86,2.0,Growth Stage (3-6 yrs),14.8,Low Risk,70.2,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.599,-0.739,-0.834,Fast-Track Performers
PANW-1261,38,0,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0.778,0.778,0.0,0.625,0.556,0,0.143,0.76,3.75,Established Stage (7-12 yrs),65.8,High Risk,74.3,Immediate Action,High Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.004,1.852,0.88,High-Risk Stagnation Profiles
PANW-1262,32,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,0.0,0.286,0.714,1.333,0.571,2,0.2,0.67,3.0,Growth Stage (3-6 yrs),24.6,Low Risk,59.9,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,1,4,-0.946,-1.042,-0.471,Fast-Track Performers
PANW-1263,46,0,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,0.875,0.875,0.25,0.875,0.875,0,0.138,0.98,2.25,Established Stage (7-12 yrs),75.8,High Risk,74.0,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,3.395,0.577,1.571,Stable Long-Term Contributors
PANW-1264,28,1,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,0.0,0.0,5.0,0.0,0.0,0,0.167,1.08,2.0,Early Stage (0-2 yrs),3.8,Low Risk,31.3,Already Attrited,Sufficiently Trained,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-4.54,-1.099,1.816,Early-Career Explorers
PANW-1265,29,0,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,0.182,0.96,2.0,Early Stage (0-2 yrs),7.5,Low Risk,53.9,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-2.873,-1.179,0.419,Early-Career Explorers
PANW-1266,31,0,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0.7,0.0,0.2,8.0,0.8,-7,0.182,0.74,2.75,Established Stage (7-12 yrs),24.5,Low Risk,66.1,Watchlist,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,4,3,1.519,-2.937,1.948,Promotion-Stalled Employees
PANW-1267,25,0,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,0.143,0.429,0.286,1.25,0.714,2,0.286,0.53,2.5,Growth Stage (3-6 yrs),34.8,Medium Risk,70.9,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,1,4,-0.52,-0.204,-0.173,Fast-Track Performers
PANW-1268,45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,0.19,0.333,0.095,1.25,0.476,3,0.182,1.79,3.0,Veteran Stage (13+ yrs),44.2,Medium Risk,70.5,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,2,1,3.013,-1.787,0.187,Stable Long-Term Contributors
PANW-1269,36,0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0.625,0.812,0.25,0.786,0.688,3,0.059,0.99,3.5,Veteran Stage (13+ yrs),80.3,High Risk,83.1,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,3.945,1.932,0.52,High-Risk Stagnation Profiles
PANW-1270,55,0,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,0.108,0.27,0.054,1.182,0.351,6,0.132,1.11,2.75,Veteran Stage (13+ yrs),57.0,High Risk,75.0,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,2,1,5.609,-3.422,-0.027,Stable Long-Term Contributors
PANW-1271,47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,0.818,0.636,0.182,1.125,0.818,-2,0.273,0.69,2.25,Established Stage (7-12 yrs),76.8,High Risk,56.9,Already Attrited,Moderate Development Need,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,3,0,2.558,1.171,2.129,High-Risk Stagnation Profiles
PANW-1272,28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,0.0,0.333,0.5,1.333,0.667,2,0.167,0.64,3.5,Growth Stage (3-6 yrs),14.6,Low Risk,66.4,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,1,4,-1.28,-0.274,-1.168,Fast-Track Performers
PANW-1273,37,0,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0.0,0.667,0.833,0.2,0.167,4,0.25,0.94,3.25,Growth Stage (3-6 yrs),29.2,Low Risk,65.2,Watchlist,Sufficiently Trained,Recent Manager Transition,Lateral Role Rotation / New Project,1,4,-1.168,0.46,-0.747,Fast-Track Performers
PANW-1274,21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0.25,0.5,1.0,0.0,0.0,1,0.25,1.0,3.0,Growth Stage (3-6 yrs),26.0,Low Risk,60.4,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,1,4,-1.997,1.095,0.052,Fast-Track Performers
PANW-1275,37,0,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,0.0,0.333,0.333,0.667,0.333,2,0.188,0.85,2.25,Growth Stage (3-6 yrs),14.6,Low Risk,60.1,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.601,-1.165,-0.638,Fast-Track Performers
PANW-1276,35,0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,0.75,0.875,0.75,0.25,0.25,1,0.273,0.7,2.0,Established Stage (7-12 yrs),72.2,High Risk,84.0,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Promotion & Compensation Review,3,0,1.089,1.922,1.509,High-Risk Stagnation Profiles
PANW-1277,38,0,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7,0.778,0.0,0.333,7.0,0.778,-7,0.222,0.81,2.0,Established Stage (7-12 yrs),35.8,Medium Risk,77.5,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,4,3,1.054,-2.286,2.226,Promotion-Stalled Employees
PANW-1278,26,0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4,0.143,0.714,0.857,0.667,0.571,4,0.286,0.88,1.75,Growth Stage (3-6 yrs),44.5,Medium Risk,76.8,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,4,-0.521,0.723,-0.498,Fast-Track Performers
PANW-1279,50,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,0.091,0.364,0.364,1.2,0.545,3,0.172,1.19,1.5,Established Stage (7-12 yrs),32.6,Medium Risk,66.4,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,2,1,1.704,-2.564,-0.042,Stable Long-Term Contributors
PANW-1280,53,0,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0.167,0.5,0.833,0.75,0.5,2,0.182,1.1,3.0,Growth Stage (3-6 yrs),29.1,Low Risk,65.2,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,0.299,-1.252,0.076,Fast-Track Performers
PANW-1281,42,0,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0.524,0.762,0.143,0.353,0.286,5,0.095,0.71,2.75,Veteran Stage (13+ yrs),82.8,High Risk,90.2,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,4.324,1.684,0.396,Stable Long-Term Contributors
PANW-1282,29,0,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0.0,0.636,0.273,1.125,0.818,7,0.182,0.66,2.25,Established Stage (7-12 yrs),37.8,Medium Risk,68.2,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.89,-0.103,-1.582,High-Risk Stagnation Profiles
PANW-1283,55,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0.0,0.636,0.364,1.0,0.727,7,0.154,1.67,3.25,Established Stage (7-12 yrs),37.8,Medium Risk,68.2,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.864,-0.145,-1.616,High-Risk Stagnation Profiles
PANW-1284,26,0,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3,0.5,0.5,0.5,0.75,0.5,0,0.333,0.63,2.0,Growth Stage (3-6 yrs),43.6,Medium Risk,70.3,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.557,0.846,1.074,Fast-Track Performers
PANW-1285,37,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,0.278,0.667,0.167,0.538,0.389,7,0.056,0.65,3.25,Veteran Stage (13+ yrs),59.2,High Risk,75.7,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Lateral Role Rotation / New Project,3,1,2.7,0.922,-0.774,High-Risk Stagnation Profiles
PANW-1286,44,1,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.05,0.98,3.0,Early Stage (0-2 yrs),3.8,Low Risk,37.6,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,1,2,-1.59,-1.034,-1.116,Fast-Track Performers
PANW-1287,38,0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,0.333,0.667,0.667,0.667,0.667,1,0.182,0.76,3.25,Early Stage (0-2 yrs),26.4,Low Risk,64.2,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.738,0.602,-0.098,Fast-Track Performers
PANW-1288,26,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,0.0,0.5,0.5,0.667,0.5,2,0.167,0.73,2.5,Growth Stage (3-6 yrs),26.2,Low Risk,39.2,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.517,0.307,-1.047,Fast-Track Performers
PANW-1289,28,0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2,0.0,0.5,0.5,0.5,0.333,3,0.167,1.02,3.75,Growth Stage (3-6 yrs),21.9,Low Risk,68.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.336,0.455,-1.298,Fast-Track Performers
PANW-1290,49,0,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,0.25,0.5,1.0,0.667,0.5,1,0.217,1.16,2.75,Growth Stage (3-6 yrs),33.5,Medium Risk,66.7,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,1,0.182,-1.54,0.795,Fast-Track Performers
PANW-1291,36,0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7,0.778,0.0,0.222,7.0,0.778,-7,0.182,1.38,3.0,Established Stage (7-12 yrs),32.0,Medium Risk,66.2,Watchlist,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,4,3,1.315,-2.493,2.382,Promotion-Stalled Employees
PANW-1292,31,0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,0.667,0.667,1.667,0.667,0.667,0,0.333,1.06,2.75,Early Stage (0-2 yrs),37.4,Medium Risk,68.1,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.675,1.737,1.563,Fast-Track Performers
PANW-1293,26,1,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4,0.778,0.778,0.0,0.5,0.444,0,0.222,0.84,3.25,Established Stage (7-12 yrs),65.8,High Risk,49.3,Already Attrited,High Development Need,Stable Leadership Continuity,Exit Analysis & Knowledge Transfer,3,0,1.548,2.129,1.276,High-Risk Stagnation Profiles
PANW-1294,37,0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,0.2,0.4,0.6,0.667,0.4,1,0.2,0.72,2.75,Growth Stage (3-6 yrs),19.8,Low Risk,61.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.43,0.453,-0.185,Fast-Track Performers
PANW-1295,42,0,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8,0.19,0.19,0.095,1.6,0.381,0,0.167,1.95,3.25,Veteran Stage (13+ yrs),38.8,Medium Risk,68.6,Watchlist,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,2,1,2.516,-2.453,0.487,Stable Long-Term Contributors
PANW-1296,18,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,1.0,0.44,3.0,Early Stage (0-2 yrs),3.8,Low Risk,31.3,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-5.086,-0.158,2.779,Early-Career Explorers
PANW-1297,35,0,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,No,15,3,3,2,12,3,2,11,9,6,9,0.5,0.75,0.25,0.9,0.75,3,0.231,1.16,2.5,Established Stage (7-12 yrs),72.2,High Risk,80.3,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.485,0.883,0.605,High-Risk Stagnation Profiles
PANW-1298,36,0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.2,1.14,3.5,Early Stage (0-2 yrs),0.0,Low Risk,58.8,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-2.916,-0.438,-0.157,Early-Career Explorers
PANW-1299,51,0,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,0.2,0.2,0.6,1.0,0.4,0,0.143,0.75,3.25,Growth Stage (3-6 yrs),19.1,Low Risk,54.2,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.954,-0.87,-0.044,Fast-Track Performers
PANW-1300,41,0,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0.0,0.435,0.087,0.364,0.174,10,0.174,0.93,2.75,Veteran Stage (13+ yrs),43.4,Medium Risk,70.2,Immediate Action,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,2,1,2.292,-1.472,-1.1,Stable Long-Term Contributors
PANW-1301,18,0,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,1.0,0.46,2.75,Early Stage (0-2 yrs),3.8,Low Risk,52.6,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,0,2,-5.081,-0.167,2.805,Early-Career Explorers
PANW-1302,28,0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,0.0,0.333,0.222,1.75,0.778,3,0.2,0.75,2.25,Established Stage (7-12 yrs),29.0,Low Risk,68.9,Watchlist,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,1,1,-0.119,-1.029,-1.027,Fast-Track Performers
PANW-1303,31,0,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7,0.778,0.778,0.333,0.875,0.778,0,0.182,1.0,2.5,Established Stage (7-12 yrs),65.8,High Risk,81.8,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,1.936,1.762,1.276,High-Risk Stagnation Profiles
PANW-1304,39,0,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,0.158,0.526,0.263,0.636,0.368,7,0.15,1.28,2.5,Veteran Stage (13+ yrs),48.6,Medium Risk,75.8,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,3,1,2.49,-0.535,-0.579,High-Risk Stagnation Profiles
PANW-1305,36,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0.0,0.8,0.3,0.889,0.8,8,0.167,1.75,2.5,Established Stage (7-12 yrs),52.5,Medium Risk,73.4,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,1.008,0.337,-1.734,High-Risk Stagnation Profiles
PANW-1306,32,0,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0.286,0.571,0.214,0.889,0.571,4,0.143,0.79,3.0,Veteran Stage (13+ yrs),57.0,High Risk,71.2,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,3,1,1.869,0.286,-0.302,High-Risk Stagnation Profiles
PANW-1307,38,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0.0,0.727,0.182,0.111,0.091,8,0.15,0.75,2.25,Established Stage (7-12 yrs),50.7,Medium Risk,69.0,Watchlist,Moderate Development Need,Recent Manager Transition,Lateral Role Rotation / New Project,3,1,0.833,-0.099,-1.441,High-Risk Stagnation Profiles
PANW-1308,58,0,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0.167,0.5,0.333,0.5,0.333,2,0.154,0.75,3.5,Growth Stage (3-6 yrs),29.1,Low Risk,57.7,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.435,0.01,-0.5,Fast-Track Performers
PANW-1309,31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0.0,0.333,0.667,1.0,0.5,2,0.143,1.49,3.25,Growth Stage (3-6 yrs),14.6,Low Risk,60.1,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.36,-0.312,-0.84,Fast-Track Performers
PANW-1310,31,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0.333,0.667,0.333,0.0,0.0,1,0.2,1.51,2.25,Early Stage (0-2 yrs),37.7,Medium Risk,64.4,Watchlist,Moderate Development Need,Recent Manager Transition,Upskilling & Training Program,1,4,-0.957,0.974,-0.105,Fast-Track Performers
PANW-1311,45,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,0.36,0.36,0.08,1.1,0.44,0,0.12,1.61,1.5,Veteran Stage (13+ yrs),76.8,High Risk,81.9,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,4.222,-0.964,0.768,Stable Long-Term Contributors
PANW-1312,31,0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,0.667,0.667,0.667,0.667,0.667,0,0.25,0.83,2.5,Early Stage (0-2 yrs),29.9,Low Risk,65.5,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.081,1.869,0.666,Fast-Track Performers
